Destination,area_code,value,Year
Higashimuro-gun,30420,2412,2009
Higashimuro-gun,30420,2443,2010
Higashimuro-gun,30420,2420,2011
Higashimuro-gun,30420,2568,2012
Higashimuro-gun,30420,2389,2013
Higashimuro-gun,30420,2042,2014
Higashimuro-gun,30420,2192,2015
Higashimuro-gun,30420,2138,2016
Higashimuro-gun,30420,1968,2017
Higashimuro-gun,30420,1951,2018
Higashimuro-gun,30420,1714,2019
Higashimuro-gun,30420,1906,2020
Higashimuro-gun,30420,1814,2021
Higashimuro-gun,30420,1640,2022
Higashimuro-gun,30420,1605,2023
Higashimuro-gun,30420,1631,2024
Higashinada-ku,28101,23467,2008
Higashinada-ku,28101,22170,2009
Higashinada-ku,28101,22178,2010
Higashinada-ku,28101,22005,2011
Higashinada-ku,28101,22576,2012
Higashinada-ku,28101,22541,2013
Higashinada-ku,28101,22081,2014
Higashinada-ku,28101,21972,2015
Higashinada-ku,28101,20431,2016
Higashinada-ku,28101,20659,2017
Higashinada-ku,28101,22497,2018
Higashinada-ku,28101,23307,2019
Higashinada-ku,28101,19794,2020
Higashinada-ku,28101,20415,2021
Higashinada-ku,28101,20036,2022
Higashinada-ku,28101,18767,2023
Higashinada-ku,28101,20573,2024
Higashinari-ku,27115,8934,2008
Higashinari-ku,27115,9991,2009
Higashinari-ku,27115,9750,2010
Higashinari-ku,27115,9785,2011
Higashinari-ku,27115,9480,2012
Higashinari-ku,27115,8992,2013
Higashinari-ku,27115,8718,2014
Higashinari-ku,27115,9480,2015
Higashinari-ku,27115,9650,2016
Higashinari-ku,27115,10929,2017
Higashinari-ku,27115,14555,2018
Higashinari-ku,27115,15121,2019
Higashinari-ku,27115,14231,2020
Higashinari-ku,27115,13584,2021
Higashinari-ku,27115,14133,2022
Higashinari-ku,27115,14381,2023
Higashinari-ku,27115,16300,2024
Higashinaruse-mura,5464,84,2008
Higashinaruse-mura,5464,108,2009
Higashinaruse-mura,5464,123,2010
Higashinaruse-mura,5464,83,2011
Higashinaruse-mura,5464,101,2012
Higashinaruse-mura,5464,99,2013
Higashinaruse-mura,5464,64,2014
Higashinaruse-mura,5464,86,2015
Higashinaruse-mura,5464,92,2016
Higashinaruse-mura,5464,77,2017
Higashinaruse-mura,5464,107,2018
Higashinaruse-mura,5464,179,2019
Higashinaruse-mura,5464,250,2020
Higashinaruse-mura,5464,106,2021
Higashinaruse-mura,5464,226,2022
Higashinaruse-mura,5464,300,2023
Higashinaruse-mura,5464,160,2024
Higashine-shi,6211,4276,2008
Higashine-shi,6211,3883,2009
Higashine-shi,6211,3776,2010
Higashine-shi,6211,4096,2011
Higashine-shi,6211,4277,2012
Higashine-shi,6211,4433,2013
Higashine-shi,6211,4121,2014
Higashine-shi,6211,4041,2015
Higashine-shi,6211,4016,2016
Higashine-shi,6211,3959,2017
Higashine-shi,6211,4152,2018
Higashine-shi,6211,4508,2019
Higashine-shi,6211,4069,2020
Higashine-shi,6211,4176,2021
Higashine-shi,6211,4158,2022
Higashine-shi,6211,3804,2023
Higashine-shi,6211,3690,2024
Higashiokitama-gun,6380,1753,2008
Higashiokitama-gun,6380,1823,2009
Higashiokitama-gun,6380,1899,2010
Higashiokitama-gun,6380,1673,2011
Higashiokitama-gun,6380,1705,2012
Higashiokitama-gun,6380,1323,2013
Higashiokitama-gun,6380,1533,2014
Higashiokitama-gun,6380,1511,2015
Higashiokitama-gun,6380,1368,2016
Higashiokitama-gun,6380,1432,2017
Higashiokitama-gun,6380,1489,2018
Higashiokitama-gun,6380,1534,2019
Higashiokitama-gun,6380,1402,2020
Higashiokitama-gun,6380,1306,2021
Higashiokitama-gun,6380,1329,2022
Higashiokitama-gun,6380,1294,2023
Higashiokitama-gun,6380,1258,2024
Higashiomi-shi,25213,6916,2008
Higashiomi-shi,25213,6470,2009
Higashiomi-shi,25213,6468,2010
Higashiomi-shi,25213,6507,2011
Higashiomi-shi,25213,6708,2012
Higashiomi-shi,25213,6233,2013
Higashiomi-shi,25213,6089,2014
Higashiomi-shi,25213,6352,2015
Higashiomi-shi,25213,6057,2016
Higashiomi-shi,25213,5594,2017
Higashiomi-shi,25213,7709,2018
Higashiomi-shi,25213,8435,2019
Higashiomi-shi,25213,7029,2020
Higashiomi-shi,25213,7521,2021
Higashiomi-shi,25213,7864,2022
Higashiomi-shi,25213,7340,2023
Higashiomi-shi,25213,7341,2024
Higashiosaka-shi,27227,29654,2008
Higashiosaka-shi,27227,30566,2009
Higashiosaka-shi,27227,29684,2010
Higashiosaka-shi,27227,30059,2011
Higashiosaka-shi,27227,28815,2012
Higashiosaka-shi,27227,28736,2013
Higashiosaka-shi,27227,26039,2014
Higashiosaka-shi,27227,28272,2015
Higashiosaka-shi,27227,26593,2016
Higashiosaka-shi,27227,27639,2017
Higashiosaka-shi,27227,32922,2018
Higashiosaka-shi,27227,34549,2019
Higashiosaka-shi,27227,31553,2020
Higashiosaka-shi,27227,32138,2021
Higashiosaka-shi,27227,33186,2022
Higashiosaka-shi,27227,33774,2023
Higashiosaka-shi,27227,36160,2024
Higashishirakawa-gun,7480,1728,2008
Higashishirakawa-gun,7480,1859,2009
Higashishirakawa-gun,7480,1732,2010
Higashishirakawa-gun,7480,1695,2011
Higashishirakawa-gun,7480,1707,2012
Higashishirakawa-gun,7480,1625,2013
Higashishirakawa-gun,7480,1723,2014
Higashishirakawa-gun,7480,1609,2015
Higashishirakawa-gun,7480,1599,2016
Higashishirakawa-gun,7480,1527,2017
Higashishirakawa-gun,7480,1676,2018
Higashishirakawa-gun,7480,1660,2019
Higashishirakawa-gun,7480,1326,2020
Higashishirakawa-gun,7480,1191,2021
Higashishirakawa-gun,7480,1381,2022
Higashishirakawa-gun,7480,1275,2023
Higashishirakawa-gun,7480,1268,2024
Higashishirakawa-mura,21507,94,2008
Higashishirakawa-mura,21507,84,2009
Higashishirakawa-mura,21507,104,2010
Higashishirakawa-mura,21507,120,2011
Higashishirakawa-mura,21507,102,2012
Higashishirakawa-mura,21507,102,2013
Higashishirakawa-mura,21507,76,2014
Higashishirakawa-mura,21507,99,2015
Higashishirakawa-mura,21507,83,2016
Higashishirakawa-mura,21507,105,2017
Higashishirakawa-mura,21507,91,2018
Higashishirakawa-mura,21507,66,2019
Higashishirakawa-mura,21507,100,2020
Higashishirakawa-mura,21507,112,2021
Higashishirakawa-mura,21507,104,2022
Higashishirakawa-mura,21507,90,2023
Higashishirakawa-mura,21507,62,2024
Higashisonogi-cho,42321,503,2008
Higashisonogi-cho,42321,575,2009
Higashisonogi-cho,42321,492,2010
Higashisonogi-cho,42321,567,2011
Higashisonogi-cho,42321,455,2012
Higashisonogi-cho,42321,495,2013
Higashisonogi-cho,42321,485,2014
Higashisonogi-cho,42321,476,2015
Higashisonogi-cho,42321,501,2016
Higashisonogi-cho,42321,524,2017
Higashisonogi-cho,42321,440,2018
Higashisonogi-cho,42321,508,2019
Higashisonogi-cho,42321,461,2020
Higashisonogi-cho,42321,425,2021
Higashisonogi-cho,42321,492,2022
Higashisonogi-cho,42321,434,2023
Higashisonogi-cho,42321,588,2024
Higashisonogi-gun,42320,2658,2008
Higashisonogi-gun,42320,2989,2009
Higashisonogi-gun,42320,2662,2010
Higashisonogi-gun,42320,2506,2011
Higashisonogi-gun,42320,2513,2012
Higashisonogi-gun,42320,2565,2013
Higashisonogi-gun,42320,2447,2014
Higashisonogi-gun,42320,2535,2015
Higashisonogi-gun,42320,2379,2016
Higashisonogi-gun,42320,2555,2017
Higashisonogi-gun,42320,2594,2018
Higashisonogi-gun,42320,2386,2019
Higashisonogi-gun,42320,2417,2020
Higashisonogi-gun,42320,2110,2021
Higashisonogi-gun,42320,2392,2022
Higashisonogi-gun,42320,2337,2023
Higashisonogi-gun,42320,2368,2024
Higashisumiyoshi-ku,27121,12879,2008
Higashisumiyoshi-ku,27121,12476,2009
Higashisumiyoshi-ku,27121,12394,2010
Higashisumiyoshi-ku,27121,12319,2011
Higashisumiyoshi-ku,27121,11860,2012
Higashisumiyoshi-ku,27121,12258,2013
Higashisumiyoshi-ku,27121,12409,2014
Higashisumiyoshi-ku,27121,13136,2015
Higashisumiyoshi-ku,27121,12770,2016
Higashisumiyoshi-ku,27121,12799,2017
Higashisumiyoshi-ku,27121,14719,2018
Higashisumiyoshi-ku,27121,16319,2019
Higashisumiyoshi-ku,27121,15916,2020
Higashisumiyoshi-ku,27121,14538,2021
Higashisumiyoshi-ku,27121,16230,2022
Higashisumiyoshi-ku,27121,17024,2023
Higashisumiyoshi-ku,27121,18005,2024
Higashitagawa-gun,6420,1365,2008
Higashitagawa-gun,6420,1469,2009
Higashitagawa-gun,6420,1275,2010
Higashitagawa-gun,6420,1375,2011
Higashitagawa-gun,6420,1466,2012
Higashitagawa-gun,6420,1284,2013
Higashitagawa-gun,6420,1432,2014
Higashitagawa-gun,6420,1395,2015
Higashitagawa-gun,6420,1361,2016
Higashitagawa-gun,6420,1258,2017
Higashitagawa-gun,6420,1326,2018
Higashitagawa-gun,6420,1329,2019
Higashitagawa-gun,6420,1275,2020
Higashitagawa-gun,6420,1276,2021
Higashitagawa-gun,6420,1166,2022
Higashitagawa-gun,6420,996,2023
Higashitagawa-gun,6420,1200,2024
Higashitsugaru-gun,2300,1357,2008
Higashitsugaru-gun,2300,1224,2009
Higashitsugaru-gun,2300,1121,2010
Higashitsugaru-gun,2300,1147,2011
Higashitsugaru-gun,2300,1085,2012
Higashitsugaru-gun,2300,910,2013
Higashitsugaru-gun,2300,947,2014
Higashitsugaru-gun,2300,1008,2015
Higashitsugaru-gun,2300,939,2016
Higashitsugaru-gun,2300,889,2017
Higashitsugaru-gun,2300,879,2018
Higashitsugaru-gun,2300,950,2019
Higashitsugaru-gun,2300,699,2020
Higashitsugaru-gun,2300,733,2021
Higashitsugaru-gun,2300,731,2022
Higashitsugaru-gun,2300,672,2023
Higashitsugaru-gun,2300,640,2024
Higashiura-cho,23442,3951,2008
Higashiura-cho,23442,3811,2009
Higashiura-cho,23442,3605,2010
Higashiura-cho,23442,3443,2011
Higashiura-cho,23442,3729,2012
Higashiura-cho,23442,3427,2013
Higashiura-cho,23442,3262,2014
Higashiura-cho,23442,3281,2015
Higashiura-cho,23442,3360,2016
Higashiura-cho,23442,3434,2017
Higashiura-cho,23442,3782,2018
Higashiura-cho,23442,4412,2019
Higashiura-cho,23442,4191,2020
Higashiura-cho,23442,4141,2021
Higashiura-cho,23442,3994,2022
Higashiura-cho,23442,3875,2023
Higashiura-cho,23442,3741,2024
Higashiusuki-gun,45420,2289,2008
Higashiusuki-gun,45420,2223,2009
Higashiusuki-gun,45420,1920,2010
Higashiusuki-gun,45420,1899,2011
Higashiusuki-gun,45420,2042,2012
Higashiusuki-gun,45420,2061,2013
Higashiusuki-gun,45420,1924,2014
Higashiusuki-gun,45420,1826,2015
Higashiusuki-gun,45420,1747,2016
Higashiusuki-gun,45420,1766,2017
Higashiusuki-gun,45420,1688,2018
Higashiusuki-gun,45420,1707,2019
Higashiusuki-gun,45420,1556,2020
Higashiusuki-gun,45420,1586,2021
Higashiusuki-gun,45420,1507,2022
Higashiusuki-gun,45420,1604,2023
Higashiusuki-gun,45420,1494,2024
Higashiyama-ku,26105,4847,2008
Higashiyama-ku,26105,4758,2009
Higashiyama-ku,26105,4597,2010
Higashiyama-ku,26105,4837,2011
Higashiyama-ku,26105,4636,2012
Higashiyama-ku,26105,4832,2013
Higashiyama-ku,26105,4659,2014
Higashiyama-ku,26105,4647,2015
Higashiyama-ku,26105,4291,2016
Higashiyama-ku,26105,3956,2017
Higashiyama-ku,26105,4857,2018
Higashiyama-ku,26105,5140,2019
Higashiyama-ku,26105,4864,2020
Higashiyama-ku,26105,4599,2021
Higashiyama-ku,26105,4570,2022
Higashiyama-ku,26105,4862,2023
Higashiyama-ku,26105,4629,2024
Higashiyamato-shi,13220,7390,2008
Higashiyamato-shi,13220,7891,2009
Higashiyamato-shi,13220,7967,2010
Higashiyamato-shi,13220,7008,2011
Higashiyamato-shi,13220,7824,2012
Higashiyamato-shi,13220,8007,2013
Higashiyamato-shi,13220,8455,2014
Higashiyamato-shi,13220,6700,2015
Higashiyamato-shi,13220,6904,2016
Higashiyamato-shi,13220,6749,2017
Higashiyamato-shi,13220,7360,2018
Higashiyamato-shi,13220,7131,2019
Higashiyamato-shi,13220,6778,2020
Higashiyamato-shi,13220,6935,2021
Higashiyamato-shi,13220,6520,2022
Higashiyamato-shi,13220,7322,2023
Higashiyamato-shi,13220,6692,2024
Higashiyodogawa-ku,27114,21263,2008
Higashiyodogawa-ku,27114,20019,2009
Higashiyodogawa-ku,27114,20294,2010
Higashiyodogawa-ku,27114,20671,2011
Higashiyodogawa-ku,27114,19851,2012
Higashiyodogawa-ku,27114,19078,2013
Higashiyodogawa-ku,27114,18586,2014
Higashiyodogawa-ku,27114,20028,2015
Higashiyodogawa-ku,27114,19979,2016
Higashiyodogawa-ku,27114,20296,2017
Higashiyodogawa-ku,27114,23642,2018
Higashiyodogawa-ku,27114,24823,2019
Higashiyodogawa-ku,27114,24007,2020
Higashiyodogawa-ku,27114,22603,2021
Higashiyodogawa-ku,27114,24170,2022
Higashiyodogawa-ku,27114,24571,2023
Higashiyodogawa-ku,27114,24573,2024
Higashiyoshino-mura,29453,110,2008
Higashiyoshino-mura,29453,100,2009
Higashiyoshino-mura,29453,68,2010
Higashiyoshino-mura,29453,90,2011
Higashiyoshino-mura,29453,83,2012
Higashiyoshino-mura,29453,64,2013
Higashiyoshino-mura,29453,140,2014
Higashiyoshino-mura,29453,92,2015
Higashiyoshino-mura,29453,77,2016
Higashiyoshino-mura,29453,107,2017
Higashiyoshino-mura,29453,97,2018
Higashiyoshino-mura,29453,82,2019
Higashiyoshino-mura,29453,82,2020
Higashiyoshino-mura,29453,76,2021
Higashiyoshino-mura,29453,48,2022
Higashiyoshino-mura,29453,54,2023
Higashiyoshino-mura,29453,58,2024
Hiji-machi,44341,2956,2008
Hiji-machi,44341,2445,2009
Hiji-machi,44341,2492,2010
Hiji-machi,44341,2383,2011
Hiji-machi,44341,2339,2012
Hiji-machi,44341,2217,2013
Hiji-machi,44341,2191,2014
Hiji-machi,44341,2000,2015
Hiji-machi,44341,2341,2016
Hiji-machi,44341,2345,2017
Hiji-machi,44341,2113,2018
Hiji-machi,44341,2201,2019
Hiji-machi,44341,2108,2020
Hiji-machi,44341,2188,2021
Hiji-machi,44341,2186,2022
Hiji-machi,44341,2236,2023
Hiji-machi,44341,1995,2024
Hikari-shi,35210,3284,2008
Hikari-shi,35210,3288,2009
Hikari-shi,35210,2748,2010
Hikari-shi,35210,2947,2011
Hikari-shi,35210,2852,2012
Hikari-shi,35210,3224,2013
Hikari-shi,35210,2617,2014
Hikari-shi,35210,2778,2015
Hikari-shi,35210,3034,2016
Hikari-shi,35210,2817,2017
Hikari-shi,35210,3007,2018
Hikari-shi,35210,3081,2019
Hikari-shi,35210,2783,2020
Hikari-shi,35210,2822,2021
Hikari-shi,35210,3018,2022
Hikari-shi,35210,2993,2023
Hikari-shi,35210,2499,2024
Hikawa-cho,32401,1765,2008
Hikawa-cho,43468,856,2008
Hikawa-cho,32401,1562,2009
Hikawa-cho,43468,922,2009
Hikawa-cho,32401,1549,2010
Hikawa-cho,43468,744,2010
Hikawa-cho,43468,831,2011
Hikawa-cho,43468,688,2012
Hikawa-cho,43468,692,2013
Hikawa-cho,43468,685,2014
Hikawa-cho,43468,641,2015
Hikawa-cho,43468,659,2016
Hikawa-cho,43468,481,2017
Hikawa-cho,43468,695,2018
Hikawa-cho,43468,719,2019
Hikawa-cho,43468,630,2020
Hikawa-cho,43468,630,2021
Hikawa-cho,43468,706,2022
Hikawa-cho,43468,626,2023
Hikawa-cho,43468,578,2024
Hikawa-gun,32400,1765,2008
Hikawa-gun,32400,1562,2009
Hikawa-gun,32400,1549,2010
Hiki-gun,11340,9143,2008
Hiki-gun,11340,8631,2009
Hiki-gun,11340,8575,2010
Hiki-gun,11340,8340,2011
Hiki-gun,11340,7922,2012
Hiki-gun,11340,7793,2013
Hiki-gun,11340,7602,2014
Hiki-gun,11340,8007,2015
Hiki-gun,11340,7666,2016
Hiki-gun,11340,7971,2017
Hiki-gun,11340,9167,2018
Hiki-gun,11340,8991,2019
Hiki-gun,11340,7768,2020
Hiki-gun,11340,7708,2021
Hiki-gun,11340,8266,2022
Hiki-gun,11340,7740,2023
Hiki-gun,11340,7698,2024
Hikone-shi,25202,8648,2008
Hikone-shi,25202,8504,2009
Hikone-shi,25202,8104,2010
Hikone-shi,25202,8355,2011
Hikone-shi,25202,8134,2012
Hikone-shi,25202,8032,2013
Hikone-shi,25202,7558,2014
Hikone-shi,25202,7557,2015
Hikone-shi,25202,7399,2016
Hikone-shi,25202,7165,2017
Hikone-shi,25202,10593,2018
Hikone-shi,25202,9637,2019
Hikone-shi,25202,7800,2020
Hikone-shi,25202,8078,2021
Hikone-shi,25202,8967,2022
Hikone-shi,25202,8437,2023
Hikone-shi,25202,8623,2024
Himeji-shi,28201,25965,2008
Himeji-shi,28201,25729,2009
Himeji-shi,28201,25138,2010
Himeji-shi,28201,25938,2011
Himeji-shi,28201,25672,2012
Himeji-shi,28201,25021,2013
Himeji-shi,28201,24920,2014
Himeji-shi,28201,25384,2015
Himeji-shi,28201,24734,2016
Himeji-shi,28201,25172,2017
Himeji-shi,28201,27912,2018
Himeji-shi,28201,29247,2019
Himeji-shi,28201,26849,2020
Himeji-shi,28201,25849,2021
Himeji-shi,28201,26907,2022
Himeji-shi,28201,26483,2023
Himeji-shi,28201,27208,2024
Himeshima-mura,44322,89,2008
Himeshima-mura,44322,87,2009
Himeshima-mura,44322,106,2010
Himeshima-mura,44322,74,2011
Himeshima-mura,44322,87,2012
Himeshima-mura,44322,86,2013
Himeshima-mura,44322,58,2014
Himeshima-mura,44322,86,2015
Himeshima-mura,44322,54,2016
Himeshima-mura,44322,54,2017
Himeshima-mura,44322,62,2018
Himeshima-mura,44322,67,2019
Himeshima-mura,44322,56,2020
Himeshima-mura,44322,64,2021
Himeshima-mura,44322,46,2022
Himeshima-mura,44322,60,2023
Himeshima-mura,44322,52,2024
Himi-shi,16205,1478,2008
Himi-shi,16205,1419,2009
Himi-shi,16205,1438,2010
Himi-shi,16205,1522,2011
Himi-shi,16205,1387,2012
Himi-shi,16205,1308,2013
Himi-shi,16205,1214,2014
Himi-shi,16205,1214,2015
Himi-shi,16205,1204,2016
Himi-shi,16205,1343,2017
Himi-shi,16205,1322,2018
Himi-shi,16205,1413,2019
Himi-shi,16205,1140,2020
Himi-shi,16205,1148,2021
Himi-shi,16205,1210,2022
Himi-shi,16205,1238,2023
Himi-shi,16205,1154,2024
Hino-cho,25383,1488,2008
Hino-cho,31402,197,2008
Hino-cho,25383,1405,2009
Hino-cho,31402,125,2009
Hino-cho,25383,1280,2010
Hino-cho,31402,177,2010
Hino-cho,25383,1342,2011
Hino-cho,31402,194,2011
Hino-cho,25383,1180,2012
Hino-cho,31402,171,2012
Hino-cho,25383,1164,2013
Hino-cho,31402,138,2013
Hino-cho,25383,1172,2014
Hino-cho,31402,158,2014
Hino-cho,25383,1282,2015
Hino-cho,31402,189,2015
Hino-cho,25383,1097,2016
Hino-cho,31402,196,2016
Hino-cho,25383,1112,2017
Hino-cho,31402,189,2017
Hino-cho,25383,1315,2018
Hino-cho,31402,162,2018
Hino-cho,25383,1644,2019
Hino-cho,31402,175,2019
Hino-cho,25383,1314,2020
Hino-cho,31402,148,2020
Hino-cho,25383,1343,2021
Hino-cho,31402,174,2021
Hino-cho,25383,1469,2022
Hino-cho,31402,220,2022
Hino-cho,25383,1473,2023
Hino-cho,31402,128,2023
Hino-cho,25383,1363,2024
Hino-cho,31402,112,2024
Hino-gun,31400,494,2008
Hino-gun,31400,467,2009
Hino-gun,31400,543,2010
Hino-gun,31400,550,2011
Hino-gun,31400,521,2012
Hino-gun,31400,505,2013
Hino-gun,31400,477,2014
Hino-gun,31400,514,2015
Hino-gun,31400,565,2016
Hino-gun,31400,427,2017
Hino-gun,31400,487,2018
Hino-gun,31400,523,2019
Hino-gun,31400,440,2020
Hino-gun,31400,428,2021
Hino-gun,31400,464,2022
Hino-gun,31400,398,2023
Hino-gun,31400,402,2024
Hino-shi,13212,19395,2008
Hino-shi,13212,18930,2009
Hino-shi,13212,19283,2010
Hino-shi,13212,18634,2011
Hino-shi,13212,18458,2012
Hino-shi,13212,19117,2013
Hino-shi,13212,19703,2014
Hino-shi,13212,20790,2015
Hino-shi,13212,19180,2016
Hino-shi,13212,20052,2017
Hino-shi,13212,20739,2018
Hino-shi,13212,21563,2019
Hino-shi,13212,18560,2020
Hino-shi,13212,18759,2021
Hino-shi,13212,17846,2022
Hino-shi,13212,18522,2023
Hino-shi,13212,19983,2024
Hinode-machi,13305,1777,2008
Hinode-machi,13305,2008,2009
Hinode-machi,13305,1873,2010
Hinode-machi,13305,1947,2011
Hinode-machi,13305,2080,2012
Hinode-machi,13305,1596,2013
Hinode-machi,13305,1929,2014
Hinode-machi,13305,1563,2015
Hinode-machi,13305,1538,2016
Hinode-machi,13305,1451,2017
Hinode-machi,13305,1322,2018
Hinode-machi,13305,1605,2019
Hinode-machi,13305,1286,2020
Hinode-machi,13305,1382,2021
Hinode-machi,13305,1313,2022
Hinode-machi,13305,1405,2023
Hinode-machi,13305,1188,2024
Hinoemata-mura,7364,26,2008
Hinoemata-mura,7364,50,2009
Hinoemata-mura,7364,28,2010
Hinoemata-mura,7364,28,2011
Hinoemata-mura,7364,26,2012
Hinoemata-mura,7364,47,2013
Hinoemata-mura,7364,49,2014
Hinoemata-mura,7364,35,2015
Hinoemata-mura,7364,24,2016
Hinoemata-mura,7364,36,2017
Hinoemata-mura,7364,24,2018
Hinoemata-mura,7364,35,2019
Hinoemata-mura,7364,22,2020
Hinoemata-mura,7364,42,2021
Hinoemata-mura,7364,30,2022
Hinoemata-mura,7364,24,2023
Hinoemata-mura,7364,30,2024
Hinohara-mura,13307,215,2008
Hinohara-mura,13307,163,2009
Hinohara-mura,13307,214,2010
Hinohara-mura,13307,156,2011
Hinohara-mura,13307,155,2012
Hinohara-mura,13307,193,2013
Hinohara-mura,13307,159,2014
Hinohara-mura,13307,164,2015
Hinohara-mura,13307,159,2016
Hinohara-mura,13307,195,2017
Hinohara-mura,13307,217,2018
Hinohara-mura,13307,142,2019
Hinohara-mura,13307,206,2020
Hinohara-mura,13307,228,2021
Hinohara-mura,13307,146,2022
Hinohara-mura,13307,162,2023
Hinohara-mura,13307,172,2024
Hinokage-cho,45442,253,2008
Hinokage-cho,45442,249,2009
Hinokage-cho,45442,193,2010
Hinokage-cho,45442,214,2011
Hinokage-cho,45442,258,2012
Hinokage-cho,45442,192,2013
Hinokage-cho,45442,236,2014
Hinokage-cho,45442,151,2015
Hinokage-cho,45442,283,2016
Hinokage-cho,45442,230,2017
Hinokage-cho,45442,189,2018
Hinokage-cho,45442,204,2019
Hinokage-cho,45442,148,2020
Hinokage-cho,45442,126,2021
Hinokage-cho,45442,182,2022
Hinokage-cho,45442,146,2023
Hinokage-cho,45442,170,2024
Hioki-shi,46216,4341,2008
Hioki-shi,46216,4179,2009
Hioki-shi,46216,4270,2010
Hioki-shi,46216,4163,2011
Hioki-shi,46216,4197,2012
Hioki-shi,46216,4289,2013
Hioki-shi,46216,4164,2014
Hioki-shi,46216,4051,2015
Hioki-shi,46216,3863,2016
Hioki-shi,46216,3616,2017
Hioki-shi,46216,3744,2018
Hioki-shi,46216,3836,2019
Hioki-shi,46216,3566,2020
Hioki-shi,46216,3672,2021
Hioki-shi,46216,3754,2022
Hioki-shi,46216,3654,2023
Hioki-shi,46216,3300,2024
Hirado-shi,42207,2030,2008
Hirado-shi,42207,2117,2009
Hirado-shi,42207,1907,2010
Hirado-shi,42207,1920,2011
Hirado-shi,42207,1708,2012
Hirado-shi,42207,1717,2013
Hirado-shi,42207,1639,2014
Hirado-shi,42207,1779,2015
Hirado-shi,42207,1617,2016
Hirado-shi,42207,1735,2017
Hirado-shi,42207,1753,2018
Hirado-shi,42207,1612,2019
Hirado-shi,42207,1312,2020
Hirado-shi,42207,1541,2021
Hirado-shi,42207,1309,2022
Hirado-shi,42207,1400,2023
Hirado-shi,42207,1287,2024
Hiraizumi-cho,3402,390,2008
Hiraizumi-cho,3402,413,2009
Hiraizumi-cho,3402,333,2010
Hiraizumi-cho,3402,358,2011
Hiraizumi-cho,3402,358,2012
Hiraizumi-cho,3402,337,2013
Hiraizumi-cho,3402,365,2014
Hiraizumi-cho,3402,410,2015
Hiraizumi-cho,3402,365,2016
Hiraizumi-cho,3402,302,2017
Hiraizumi-cho,3402,314,2018
Hiraizumi-cho,3402,303,2019
Hiraizumi-cho,3402,240,2020
Hiraizumi-cho,3402,280,2021
Hiraizumi-cho,3402,238,2022
Hiraizumi-cho,3402,284,2023
Hiraizumi-cho,3402,272,2024
Hirakata-shi,27210,28775,2008
Hirakata-shi,27210,29482,2009
Hirakata-shi,27210,26186,2010
Hirakata-shi,27210,25530,2011
Hirakata-shi,27210,24842,2012
Hirakata-shi,27210,23807,2013
Hirakata-shi,27210,23639,2014
Hirakata-shi,27210,23732,2015
Hirakata-shi,27210,23398,2016
Hirakata-shi,27210,23954,2017
Hirakata-shi,27210,26267,2018
Hirakata-shi,27210,26087,2019
Hirakata-shi,27210,24251,2020
Hirakata-shi,27210,23682,2021
Hirakata-shi,27210,24655,2022
Hirakata-shi,27210,24238,2023
Hirakata-shi,27210,24160,2024
Hirakawa-shi,2210,1584,2008
Hirakawa-shi,2210,1551,2009
Hirakawa-shi,2210,1381,2010
Hirakawa-shi,2210,1467,2011
Hirakawa-shi,2210,1307,2012
Hirakawa-shi,2210,1550,2013
Hirakawa-shi,2210,1292,2014
Hirakawa-shi,2210,1384,2015
Hirakawa-shi,2210,1268,2016
Hirakawa-shi,2210,1290,2017
Hirakawa-shi,2210,1456,2018
Hirakawa-shi,2210,1399,2019
Hirakawa-shi,2210,1214,2020
Hirakawa-shi,2210,1432,2021
Hirakawa-shi,2210,1248,2022
Hirakawa-shi,2210,1126,2023
Hirakawa-shi,2210,1161,2024
Hiranai-machi,2301,607,2008
Hiranai-machi,2301,652,2009
Hiranai-machi,2301,489,2010
Hiranai-machi,2301,557,2011
Hiranai-machi,2301,455,2012
Hiranai-machi,2301,385,2013
Hiranai-machi,2301,450,2014
Hiranai-machi,2301,460,2015
Hiranai-machi,2301,435,2016
Hiranai-machi,2301,440,2017
Hiranai-machi,2301,424,2018
Hiranai-machi,2301,461,2019
Hiranai-machi,2301,310,2020
Hiranai-machi,2301,386,2021
Hiranai-machi,2301,347,2022
Hiranai-machi,2301,344,2023
Hiranai-machi,2301,292,2024
Hirano-ku,27126,15649,2008
Hirano-ku,27126,15420,2009
Hirano-ku,27126,14479,2010
Hirano-ku,27126,14472,2011
Hirano-ku,27126,13826,2012
Hirano-ku,27126,13503,2013
Hirano-ku,27126,13464,2014
Hirano-ku,27126,13686,2015
Hirano-ku,27126,13523,2016
Hirano-ku,27126,13782,2017
Hirano-ku,27126,16610,2018
Hirano-ku,27126,18569,2019
Hirano-ku,27126,16185,2020
Hirano-ku,27126,15019,2021
Hirano-ku,27126,17042,2022
Hirano-ku,27126,17037,2023
Hirano-ku,27126,18220,2024
Hirao-cho,35344,854,2008
Hirao-cho,35344,829,2009
Hirao-cho,35344,831,2010
Hirao-cho,35344,912,2011
Hirao-cho,35344,883,2012
Hirao-cho,35344,879,2013
Hirao-cho,35344,891,2014
Hirao-cho,35344,845,2015
Hirao-cho,35344,822,2016
Hirao-cho,35344,745,2017
Hirao-cho,35344,762,2018
Hirao-cho,35344,775,2019
Hirao-cho,35344,657,2020
Hirao-cho,35344,714,2021
Hirao-cho,35344,614,2022
Hirao-cho,35344,680,2023
